full_time,votes,eevp,eevp_source,timestamp,trumpd,bidenj,time,date,biden_2way,closeness
2020-11-06 15:27:36-05:00,3135333,94,edison,2020-11-06 15:27:36-05:00,0.486,0.499,15:27:36,2020-11-06,0.5065989847715736,Tie
2020-11-06 17:16:38-05:00,3136364,94,edison,2020-11-06 17:16:38-05:00,0.486,0.499,17:16:38,2020-11-06,0.5065989847715736,Tie
2020-11-06 18:04:37-05:00,3141210,94,edison,2020-11-06 18:04:37-05:00,0.486,0.499,18:04:37,2020-11-06,0.5065989847715736,Tie
2020-11-06 18:13:05-05:00,3150091,94,edison,2020-11-06 18:13:05-05:00,0.486,0.499,18:13:05,2020-11-06,0.5065989847715736,Tie
2020-11-06 18:13:36-05:00,3150295,94,edison,2020-11-06 18:13:36-05:00,0.486,0.499,18:13:36,2020-11-06,0.5065989847715736,Tie
2020-11-06 18:42:34-05:00,3152467,94,edison,2020-11-06 18:42:34-05:00,0.486,0.499,18:42:34,2020-11-06,0.5065989847715736,Tie
2020-11-06 19:27:35-05:00,3155443,94,edison,2020-11-06 19:27:35-05:00,0.487,0.498,19:27:35,2020-11-06,0.5055837563451777,Tie
2020-11-06 20:24:38-05:00,3156055,94,edison,2020-11-06 20:24:38-05:00,0.487,0.498,20:24:38,2020-11-06,0.5055837563451777,Tie
2020-11-06 21:01:44-05:00,3227987,96,edison,2020-11-06 21:01:44-05:00,0.488,0.497,21:01:44,2020-11-06,0.5045685279187817,Tie
2020-11-06 21:02:26-05:00,3235450,97,edison,2020-11-06 21:02:26-05:00,0.487,0.496,21:02:26,2020-11-06,0.5045778229908443,Tie
2020-11-07 10:37:37-05:00,3242445,97,edison,2020-11-07 10:37:37-05:00,0.487,0.495,10:37:37,2020-11-07,0.5040733197556008,Tie
2020-11-07 10:53:37-05:00,3244195,97,edison,2020-11-07 10:53:37-05:00,0.487,0.495,10:53:37,2020-11-07,0.5040733197556008,Tie
2020-11-07 11:01:45-05:00,3284602,97,edison,2020-11-07 11:01:45-05:00,0.489,0.495,11:01:45,2020-11-07,0.5030487804878049,Tie
2020-11-07 15:01:48-05:00,3284905,97,edison,2020-11-07 15:01:48-05:00,0.489,0.495,15:01:48,2020-11-07,0.5030487804878049,Tie
2020-11-07 16:27:39-05:00,3285927,97,edison,2020-11-07 16:27:39-05:00,0.489,0.495,16:27:39,2020-11-07,0.5030487804878049,Tie
2020-11-07 20:02:42-05:00,3293046,97,edison,2020-11-07 20:02:42-05:00,0.489,0.495,20:02:42,2020-11-07,0.5030487804878049,Tie
2020-11-07 21:19:59-05:00,3295325,97,edison,2020-11-07 21:19:59-05:00,0.489,0.495,21:19:59,2020-11-07,0.5030487804878049,Tie
2020-11-08 12:37:42-05:00,3295569,97,edison,2020-11-08 12:37:42-05:00,0.489,0.495,12:37:42,2020-11-08,0.5030487804878049,Tie
2020-11-08 14:29:36-05:00,3298607,97,edison,2020-11-08 14:29:36-05:00,0.489,0.495,14:29:36,2020-11-08,0.5030487804878049,Tie
2020-11-08 18:01:47-05:00,3305469,97,edison,2020-11-08 18:01:47-05:00,0.489,0.495,18:01:47,2020-11-08,0.5030487804878049,Tie
2020-11-08 18:29:43-05:00,3308722,97,edison,2020-11-08 18:29:43-05:00,0.489,0.495,18:29:43,2020-11-08,0.5030487804878049,Tie
2020-11-08 18:34:40-05:00,3322208,98,edison,2020-11-08 18:34:40-05:00,0.49,0.495,18:34:40,2020-11-08,0.5025380710659898,Tie
2020-11-08 19:48:39-05:00,3322535,98,edison,2020-11-08 19:48:39-05:00,0.49,0.495,19:48:39,2020-11-08,0.5025380710659898,Tie
2020-11-09 13:02:37-05:00,3322568,98,edison,2020-11-09 13:02:37-05:00,0.49,0.495,13:02:37,2020-11-09,0.5025380710659898,Tie
2020-11-09 13:08:43-05:00,3322659,98,edison,2020-11-09 13:08:43-05:00,0.49,0.495,13:08:43,2020-11-09,0.5025380710659898,Tie
2020-11-09 13:17:37-05:00,3322804,98,edison,2020-11-09 13:17:37-05:00,0.49,0.495,13:17:37,2020-11-09,0.5025380710659898,Tie
2020-11-09 13:32:35-05:00,3323228,98,edison,2020-11-09 13:32:35-05:00,0.49,0.495,13:32:35,2020-11-09,0.5025380710659898,Tie
2020-11-09 16:05:46-05:00,3324015,98,edison,2020-11-09 16:05:46-05:00,0.49,0.495,16:05:46,2020-11-09,0.5025380710659898,Tie
2020-11-09 17:22:36-05:00,3327452,98,edison,2020-11-09 17:22:36-05:00,0.49,0.494,17:22:36,2020-11-09,0.5020325203252033,Tie
2020-11-09 18:54:39-05:00,3328043,98,edison,2020-11-09 18:54:39-05:00,0.49,0.494,18:54:39,2020-11-09,0.5020325203252033,Tie
2020-11-09 19:29:36-05:00,3328462,98,edison,2020-11-09 19:29:36-05:00,0.49,0.494,19:29:36,2020-11-09,0.5020325203252033,Tie
2020-11-09 19:45:36-05:00,3328643,98,edison,2020-11-09 19:45:36-05:00,0.49,0.494,19:45:36,2020-11-09,0.5020325203252033,Tie
2020-11-09 21:01:42-05:00,3335040,98,edison,2020-11-09 21:01:42-05:00,0.49,0.494,21:01:42,2020-11-09,0.5020325203252033,Tie
2020-11-10 15:11:44-05:00,3335055,98,edison,2020-11-10 15:11:44-05:00,0.49,0.494,15:11:44,2020-11-10,0.5020325203252033,Tie
2020-11-10 16:39:45-05:00,3340535,98,edison,2020-11-10 16:39:45-05:00,0.49,0.495,16:39:45,2020-11-10,0.5025380710659898,Tie
2020-11-10 18:18:55-05:00,3341449,98,edison,2020-11-10 18:18:55-05:00,0.49,0.494,18:18:55,2020-11-10,0.5020325203252033,Tie
2020-11-10 19:03:45-05:00,3341513,98,edison,2020-11-10 19:03:45-05:00,0.49,0.494,19:03:45,2020-11-10,0.5020325203252033,Tie
2020-11-10 19:37:43-05:00,3342739,98,edison,2020-11-10 19:37:43-05:00,0.49,0.494,19:37:43,2020-11-10,0.5020325203252033,Tie
2020-11-10 19:48:42-05:00,3342741,98,edison,2020-11-10 19:48:42-05:00,0.49,0.494,19:48:42,2020-11-10,0.5020325203252033,Tie
2020-11-10 19:57:45-05:00,3343125,98,edison,2020-11-10 19:57:45-05:00,0.49,0.494,19:57:45,2020-11-10,0.5020325203252033,Tie
2020-11-10 20:46:47-05:00,3343467,98,edison,2020-11-10 20:46:47-05:00,0.49,0.494,20:46:47,2020-11-10,0.5020325203252033,Tie
2020-11-10 21:01:56-05:00,3348758,98,edison,2020-11-10 21:01:56-05:00,0.49,0.494,21:01:56,2020-11-10,0.5020325203252033,Tie
2020-11-11 18:10:45-05:00,3353724,99,edison,2020-11-11 18:10:45-05:00,0.49,0.494,18:10:45,2020-11-11,0.5020325203252033,Tie
2020-11-11 22:16:53-05:00,3366867,99,edison,2020-11-11 22:16:53-05:00,0.491,0.494,22:16:53,2020-11-11,0.5015228426395939,Tie
2020-11-12 12:25:45-05:00,3366994,99,edison,2020-11-12 12:25:45-05:00,0.491,0.494,12:25:45,2020-11-12,0.5015228426395939,Tie
2020-11-12 16:21:44-05:00,3366995,99,edison,2020-11-12 16:21:44-05:00,0.491,0.494,16:21:44,2020-11-12,0.5015228426395939,Tie
2020-11-12 16:39:43-05:00,3372584,99,edison,2020-11-12 16:39:43-05:00,0.491,0.494,16:39:43,2020-11-12,0.5015228426395939,Tie
2020-11-12 19:28:52-05:00,3373706,99,edison,2020-11-12 19:28:52-05:00,0.491,0.494,19:28:52,2020-11-12,0.5015228426395939,Tie
2020-11-12 23:12:06-05:00,3377763,99,edison,2020-11-12 23:12:06-05:00,0.491,0.494,23:12:06,2020-11-12,0.5015228426395939,Tie
2020-11-13 13:14:44-05:00,3381444,99,edison,2020-11-13 13:14:44-05:00,0.491,0.494,13:14:44,2020-11-13,0.5015228426395939,Tie
2020-11-13 16:39:43-05:00,3381446,99,edison,2020-11-13 16:39:43-05:00,0.491,0.494,16:39:43,2020-11-13,0.5015228426395939,Tie
2020-11-13 19:02:49-05:00,3381870,99,edison,2020-11-13 19:02:49-05:00,0.491,0.494,19:02:49,2020-11-13,0.5015228426395939,Tie
2020-11-13 19:50:52-05:00,3383518,99,edison,2020-11-13 19:50:52-05:00,0.491,0.494,19:50:52,2020-11-13,0.5015228426395939,Tie
2020-11-13 19:59:48-05:00,3384972,99,edison,2020-11-13 19:59:48-05:00,0.491,0.494,19:59:48,2020-11-13,0.5015228426395939,Tie
2020-11-14 18:55:57-05:00,3385322,99,edison,2020-11-14 18:55:57-05:00,0.491,0.494,18:55:57,2020-11-14,0.5015228426395939,Tie
2020-11-14 20:30:58-05:00,3385747,99,edison,2020-11-14 20:30:58-05:00,0.491,0.494,20:30:58,2020-11-14,0.5015228426395939,Tie
2020-11-16 13:46:44-05:00,3385845,99,edison,2020-11-16 13:46:44-05:00,0.491,0.494,13:46:44,2020-11-16,0.5015228426395939,Tie
2020-11-19 10:57:30.327000-05:00,3385294,99,ap,2020-11-19 10:57:30.327000-05:00,0.491,0.494,10:57:30.327000,2020-11-19,0.5015228426395939,Tie
2020-11-20 09:19:13-05:00,3385845,100,edison,2020-11-20 09:19:13-05:00,0.491,0.494,09:19:13,2020-11-20,0.5015228426395939,Tie
2020-11-30 16:08:22-05:00,3385978,100,edison,2020-11-30 16:08:22-05:00,0.491,0.494,16:08:22,2020-11-30,0.5015228426395939,Tie
2020-11-30 16:10:56-05:00,3387326,100,edison,2020-11-30 16:10:56-05:00,0.491,0.494,16:10:56,2020-11-30,0.5015228426395939,Tie
2020-11-30 17:46:56.077000-05:00,3385294,100,ap,2020-11-30 17:46:56.077000-05:00,0.491,0.494,17:46:56.077000,2020-11-30,0.5015228426395939,Tie
